,avg_memory_usage,iteration,max_cpu_usage,max_memory_usage,normalized_test,test_time,time_taken
0,0,0,0.0,0,-0.06402707099914551,0.7444260120391846,0.6803989410400391
1,0,1,0.0,0,0.051024794578552246,0.5370250940322876,0.5880498886108398
