,avg_memory_usage,avg_per_usage,kernel_cpu_usage,max_memory_usage,memory_cache,time_recorded,total_cpu_usage,user_cpu_usage
152,8678260736,50999579404.333336,151250000000,8678260736,323584,2018-10-09T05:35:04.867860044Z,152998738213,1910000000
153,8679440384,51333462925.666664,152250000000,8679440384,323584,2018-10-09T05:35:05.870723922Z,154000388777,1910000000
154,8680620032,51669683554.666664,153260000000,8680620032,323584,2018-10-09T05:35:06.876540361Z,155009050664,1910000000
155,8681799680,52002327912.666664,154260000000,8681799680,323584,2018-10-09T05:35:07.879412041Z,156006983738,1910000000
156,8702902272,52335973835.666664,155250000000,8702902272,323584,2018-10-09T05:35:08.883278895Z,157007921507,1920000000
157,8704081920,52672510046.0,156260000000,8704081920,323584,2018-10-09T05:35:09.886848734Z,158017530138,1920000000
158,8705392640,53005484364.0,157260000000,8705392640,323584,2018-10-09T05:35:10.890289307Z,159016453092,1920000000
159,8706572288,53341887387.0,158270000000,8706572288,323584,2018-10-09T05:35:11.89603397Z,160025662161,1920000000
160,8707883008,53675220033.666664,159270000000,8707883008,323584,2018-10-09T05:35:12.899011919Z,161025660101,1920000000
161,8709062656,54008387190.0,160270000000,8709062656,323584,2018-10-09T05:35:13.902776545Z,162025161570,1920000000
162,8710504448,54344818725.333336,161280000000,8710504448,323584,2018-10-09T05:35:14.906728874Z,163034456176,1920000000
163,8711684096,54677377831.666664,162280000000,8711684096,323584,2018-10-09T05:35:15.91079283Z,164032133495,1920000000
164,8712994816,55013727717.333336,163290000000,8712994816,323584,2018-10-09T05:35:16.913529158Z,165041183152,1920000000
165,8714305536,55346820118.666664,164280000000,8714305536,323584,2018-10-09T05:35:17.896647778Z,166040460356,1930000000
166,8715485184,55680317704.666664,165280000000,8715485184,323584,2018-10-09T05:35:18.899136392Z,167040953114,1930000000
167,8716664832,56016156890.333336,166290000000,8716664832,323584,2018-10-09T05:35:19.903311095Z,168048470671,1930000000
168,8717844480,56349897200.333336,167290000000,8717844480,323584,2018-10-09T05:35:20.905968908Z,169049691601,1930000000
169,8719024128,56682551494.333336,168290000000,8719024128,323584,2018-10-09T05:35:21.909972099Z,170047654483,1930000000
170,8720203776,57019171961.666664,169300000000,8720203776,323584,2018-10-09T05:35:22.914847731Z,171057515885,1930000000
171,8721514496,57352695308.0,170300000000,8721514496,323584,2018-10-09T05:35:23.918548089Z,172058085924,1930000000
172,8722825216,57685420192.0,171300000000,8722825216,323584,2018-10-09T05:35:24.921905123Z,173056260576,1930000000
173,8746418176,58022284561.0,172300000000,8746418176,323584,2018-10-09T05:35:25.926268355Z,174066853683,1940000000
174,8747597824,58355365979.666664,173300000000,8747597824,323584,2018-10-09T05:35:26.929213292Z,175066097939,1940000000
175,8748777472,58691216791.666664,174310000000,8748777472,323584,2018-10-09T05:35:27.933662855Z,176073650375,1940000000
176,8750088192,59024948693.666664,175310000000,8750088192,323584,2018-10-09T05:35:28.937086068Z,177074846081,1940000000
177,8751136768,59357488679.666664,176310000000,8751136768,323584,2018-10-09T05:35:29.939676602Z,178072466039,1940000000
178,8752447488,59693820330.0,177320000000,8752447488,323584,2018-10-09T05:35:30.943609732Z,179081460990,1940000000
179,8753496064,60027144728.333336,178300000000,8753496064,323584,2018-10-09T05:35:31.946719651Z,180081434185,1960000000
180,8754806784,60360658167.333336,179300000000,8754806784,323584,2018-10-09T05:35:32.950409791Z,181081974502,1960000000
181,8755986432,60696776269.666664,180300000000,8755986432,323584,2018-10-09T05:35:33.954912347Z,182090328809,1970000000
182,8757166080,61030335487.666664,181300000000,8757166080,323584,2018-10-09T05:35:34.959290585Z,183091006463,1970000000
183,8758607872,61366183129.333336,182300000000,8758607872,323584,2018-10-09T05:35:35.963976226Z,184098549388,1980000000
184,8759787520,61699902698.333336,183300000000,8759787520,323584,2018-10-09T05:35:36.967154248Z,185099708095,1980000000
185,8760967168,62033081932.666664,184300000000,8760967168,323584,2018-10-09T05:35:37.972912863Z,186099245798,1980000000
186,8762277888,62369248994.666664,185310000000,8762277888,323584,2018-10-09T05:35:38.975211221Z,187107746984,1980000000
187,8763457536,62702085881.333336,186310000000,8763457536,323584,2018-10-09T05:35:39.979594396Z,188106257644,1980000000
188,8764768256,63035619433.333336,187310000000,8764768256,323584,2018-10-09T05:35:40.98287725Z,189106858300,1980000000
189,8765947904,63372274671.0,188320000000,8765947904,323584,2018-10-09T05:35:41.985924174Z,190116824013,1980000000
190,8767258624,63704927528.0,189320000000,8767258624,323584,2018-10-09T05:35:42.989664777Z,191114782584,1980000000
191,8768438272,64041290443.333336,190330000000,8768438272,323584,2018-10-09T05:35:43.993393996Z,192123871330,1980000000
192,8794914816,64374910497.333336,191320000000,8794914816,323584,2018-10-09T05:35:44.995827676Z,193124731492,1990000000
193,8796225536,64707884150.333336,192320000000,8796225536,323584,2018-10-09T05:35:45.998992817Z,194123652451,1990000000
194,8797405184,65041227915.333336,193320000000,8797405184,323584,2018-10-09T05:35:47.002661299Z,195123683746,1990000000
195,8798584832,65377620333.0,194330000000,8798584832,323584,2018-10-09T05:35:47.98519925Z,196132860999,1990000000
196,8799764480,65710713258.0,195310000000,8799764480,323584,2018-10-09T05:35:48.988171633Z,197132139774,2000000000
197,8800944128,66043851190.666664,196310000000,8800944128,323584,2018-10-09T05:35:49.991860533Z,198131553572,2000000000
198,8802123776,66380099125.0,197320000000,8802123776,323584,2018-10-09T05:35:50.994688616Z,199140297375,2000000000
199,8803303424,66713666462.333336,198320000000,8803303424,323584,2018-10-09T05:35:51.998493453Z,200140999387,2000000000
200,8804614144,67049266673.333336,199330000000,8804614144,323584,2018-10-09T05:35:53.002306784Z,201147800020,2000000000
201,8805924864,67382434495.0,200330000000,8805924864,323584,2018-10-09T05:35:54.004715518Z,202147303485,2000000000
202,8807104512,67715636010.666664,201320000000,8807104512,323584,2018-10-09T05:35:55.007811882Z,203146908032,2010000000
203,8808415232,68049378286.0,202320000000,8808415232,323584,2018-10-09T05:35:56.011725625Z,204148134858,2010000000
204,8809594880,68385896843.666664,203320000000,8809594880,323584,2018-10-09T05:35:57.0155258Z,205157690531,2020000000
205,8810774528,68718419037.333336,204320000000,8810774528,323584,2018-10-09T05:35:58.018313427Z,206155257112,2020000000
206,8811954176,69052209361.0,205320000000,8811954176,323584,2018-10-09T05:35:59.021660778Z,207156628083,2020000000
207,8813133824,69388359901.0,206330000000,8813133824,323584,2018-10-09T05:36:00.02474061Z,208165079703,2020000000
208,8814313472,69721370990.33333,207330000000,8814313472,323584,2018-10-09T05:36:01.028169832Z,209164112971,2020000000
209,8815493120,70054526100.0,208330000000,8815493120,323584,2018-10-09T05:36:02.031676249Z,210163578300,2020000000
210,8816672768,70390913280.33333,209340000000,8816672768,323584,2018-10-09T05:36:03.034403497Z,211172739841,2020000000
211,8817852416,70724398047.66667,210340000000,8817852416,323584,2018-10-09T05:36:04.038624743Z,212173194143,2020000000
212,8819032064,71057654384.0,211340000000,8819032064,323584,2018-10-09T05:36:05.041725417Z,213172963152,2020000000
213,8820080640,71393818551.33333,212350000000,8820080640,323584,2018-10-09T05:36:06.045252124Z,214181455654,2020000000
214,8821391360,71727231895.0,213350000000,8821391360,323584,2018-10-09T05:36:07.048160779Z,215181695685,2020000000
215,8850882560,72062969201.0,214350000000,8850882560,323584,2018-10-09T05:36:08.057957677Z,216188907603,2030000000
216,8852193280,72396786393.0,215350000000,8852193280,323584,2018-10-09T05:36:09.061669208Z,217190359179,2030000000
217,8853504000,72733160208.66667,216360000000,8853504000,323584,2018-10-09T05:36:10.065747906Z,218199480626,2030000000
218,8854683648,73066290280.0,217360000000,8854683648,323584,2018-10-09T05:36:11.068357435Z,219198870840,2030000000
219,8855994368,73399496022.0,218360000000,8855994368,323584,2018-10-09T05:36:12.072054104Z,220198488066,2030000000
220,8857174016,73735756959.0,219360000000,8857174016,323584,2018-10-09T05:36:13.074953677Z,221207270877,2040000000
221,8858353664,74068608658.0,220360000000,8858353664,323584,2018-10-09T05:36:14.076771305Z,222205825974,2040000000
222,8859533312,74402233001.0,221360000000,8859533312,323584,2018-10-09T05:36:15.079727784Z,223206699003,2040000000
223,8860844032,74738075399.33333,222370000000,8860844032,323584,2018-10-09T05:36:16.082900952Z,224214226198,2040000000
224,8862154752,75071123627.0,223360000000,8862154752,323584,2018-10-09T05:36:17.085985369Z,225213370881,2050000000
225,8863203328,75404192390.0,224350000000,8863203328,323584,2018-10-09T05:36:18.068626283Z,226212577170,2060000000
226,8864382976,75740987243.0,225360000000,8864382976,323584,2018-10-09T05:36:19.073940815Z,227222961729,2060000000
227,8865693696,76074386587.33333,226360000000,8865693696,323584,2018-10-09T05:36:20.076858706Z,228223159762,2060000000
228,8866873344,76407548487.0,227360000000,8866873344,323584,2018-10-09T05:36:21.079382742Z,229222645461,2060000000
229,8868052992,76743305305.33333,228370000000,8868052992,323584,2018-10-09T05:36:22.082624923Z,230229915916,2060000000
230,8869232640,77077091221.33333,229370000000,8869232640,323584,2018-10-09T05:36:23.084885308Z,231231273664,2060000000
231,8870412288,77410262503.66667,230370000000,8870412288,323584,2018-10-09T05:36:24.088567276Z,232230787511,2060000000
232,8871723008,77746040330.66667,231380000000,8871723008,323584,2018-10-09T05:36:25.092370662Z,233238120992,2060000000
233,8872771584,78079195634.33333,232380000000,8872771584,323584,2018-10-09T05:36:26.095796772Z,234237586903,2060000000
234,8873951232,78412936947.33333,233380000000,8873951232,323584,2018-10-09T05:36:27.09842301Z,235238810842,2060000000
235,8874999808,78748819455.33333,234390000000,8874999808,323584,2018-10-09T05:36:28.10266438Z,236246458366,2060000000
236,8876179456,79082172121.33333,235390000000,8876179456,323584,2018-10-09T05:36:29.105550067Z,237246516364,2060000000
237,8877359104,79415673734.33333,236380000000,8877359104,323584,2018-10-09T05:36:30.108355898Z,238247021203,2060000000
238,8878538752,79751456844.0,237390000000,8878538752,323584,2018-10-09T05:36:31.112359093Z,239254370532,2060000000
239,8879718400,80085354308.66667,238390000000,8879718400,323584,2018-10-09T05:36:32.116933646Z,240256062926,2060000000
240,8880766976,80418298181.0,239390000000,8880766976,323584,2018-10-09T05:36:33.119363287Z,241254894543,2060000000
241,8881815552,80754216825.66667,240400000000,8881815552,323584,2018-10-09T05:36:34.122078612Z,242262650477,2060000000
