,avg_memory_usage,iteration,max_cpu_usage,max_memory_usage,normalized_test,test_time,time_taken
0,41443132.952380955,0,58991159427,66322432,21.171849250793457,0.48413586616516113,21.655985116958618
1,39592960.0,1,56498006645,65875968,20.462766408920288,0.5171816349029541,20.979948043823242
