,avg_memory_usage,iteration,max_cpu_usage,max_memory_usage,normalized_test,test_time,time_taken
0,55357440.0,0,3410722308,58626048,4.093505501747131,0.4971534013748169,4.590658903121948
1,46895104.0,1,2887760703,56455168,3.798456907272339,0.4872701168060303,4.285727024078369
